,Year,Statistic,Name,Team,Value
537,1943,Slugging Average,Rudy York,Detroit,.527
538,1943,Stolen Bases,George Case,Washington,61
539,1943,Total Bases,Rudy York,Detroit,301
540,1943,Triples,Johnny Lindell,New York,12
541,1944,Base on Balls,Nick Etten,New York,97
542,1944,Batting Average,Lou Boudreau,Cleveland,.327
543,1944,Doubles,Lou Boudreau,Cleveland,45
544,1944,Hits,Snuffy Stirnweiss,New York,205
545,1944,Home Runs,Nick Etten,New York,22
546,1944,On Base Percentage,Bob Johnson,Boston,.431
547,1944,RBI,Vern Stephens,St. Louis,109
548,1944,Runs,Snuffy Stirnweiss,New York,125
549,1944,Slugging Average,Bobby Doerr,Boston,.528
550,1944,Stolen Bases,Snuffy Stirnweiss,New York,55
551,1944,Total Bases,Johnny Lindell,New York,297
552,1944,Triples,Johnny Lindell,New York,16
553,1944,Triples,Snuffy Stirnweiss,New York,16
554,1945,Base on Balls,Roy Cullenbine,Cleveland,113
555,1945,Base on Balls,Roy Cullenbine,Detroit,113
556,1945,Batting Average,Snuffy Stirnweiss,New York,.309
557,1945,Doubles,Wally Moses,Chicago,35
558,1945,Hits,Snuffy Stirnweiss,New York,195
559,1945,Home Runs,Vern Stephens,St. Louis,24
560,1945,On Base Percentage,Eddie Lake,Boston,.412
561,1945,RBI,Nick Etten,New York,111
562,1945,Runs,Snuffy Stirnweiss,New York,107
563,1945,Slugging Average,Snuffy Stirnweiss,New York,.476
564,1945,Stolen Bases,Snuffy Stirnweiss,New York,33
565,1945,Total Bases,Snuffy Stirnweiss,New York,301
566,1945,Triples,Snuffy Stirnweiss,New York,22
567,1946,Base on Balls,Ted Williams,Boston,156
568,1946,Batting Average,Mickey Vernon,Washington,.353
