,Year,Statistic,Name,Team,Value
0,1901,Complete Games,Joe McGinnity,Baltimore,39
1,1901,ERA,Cy Young,Boston,1.62
2,1901,Games,Joe McGinnity,Baltimore,48
3,1901,Saves,Bill Hoffer,Cleveland,3
4,1901,Shutouts,Clark Griffith,Chicago,5
5,1901,Shutouts,Cy Young,Boston,5
6,1901,Strikeouts,Cy Young,Boston,158
7,1901,Winning Percentage,Clark Griffith,Chicago,.774
8,1901,Wins,Cy Young,Boston,33
9,1902,Complete Games,Cy Young,Boston,41
10,1902,ERA,Ed Siever,Detroit,1.91
11,1902,Games,Cy Young,Boston,45
12,1902,Saves,Jack Powell,St. Louis,2
13,1902,Shutouts,Addie Joss,Cleveland,5
14,1902,Strikeouts,Rube Waddell,Philadelphia,210
15,1902,Winning Percentage,Bill Bernhard,Philadelphia,.783
16,1902,Winning Percentage,Bill Bernhard,Cleveland,.783
17,1902,Wins,Cy Young,Boston,32
18,1903,Complete Games,Bill Donovan,Detroit,34
19,1903,Complete Games,Rube Waddell,Philadelphia,34
20,1903,Complete Games,Cy Young,Boston,34
21,1903,ERA,Earl Moore,Cleveland,1.74
22,1903,Games,Eddie Plank,Philadelphia,43
23,1903,Saves,Bill Dinneen,Boston,2
24,1903,Saves,George Mullin,Detroit,2
25,1903,Saves,Al Orth,Washington,2
26,1903,Saves,Jack Powell,St. Louis,2
27,1903,Saves,Cy Young,Boston,2
28,1903,Shutouts,Cy Young,Boston,7
29,1903,Strikeouts,Rube Waddell,Philadelphia,302
30,1903,Winning Percentage,Cy Young,Boston,.757
31,1903,Wins,Cy Young,Boston,28
32,1904,Complete Games,Jack Chesbro,New York,48
33,1904,ERA,Addie Joss,Cleveland,1.59
34,1904,Games,Jack Chesbro,New York,55
35,1904,Saves,Case Patten,Washington,3
36,1904,Shutouts,Cy Young,Boston,10
37,1904,Strikeouts,Rube Waddell,Philadelphia,349
38,1904,Winning Percentage,Jack Chesbro,New York,.774
39,1904,Wins,Jack Chesbro,New York,41
40,1905,Complete Games,Harry Howell,St. Louis,35
41,1905,Complete Games,George Mullin,Detroit,35
42,1905,Complete Games,Eddie Plank,Philadelphia,35
43,1905,ERA,Rube Waddell,Philadelphia,1.48
44,1905,Games,Rube Waddell,Philadelphia,46
45,1905,Saves,Jim Buchanan,St. Louis,2
46,1905,Shutouts,Ed Killian,Detroit,8
47,1905,Strikeouts,Rube Waddell,Philadelphia,287
48,1905,Winning Percentage,Rube Waddell,Philadelphia,.730
49,1905,Wins,Rube Waddell,Philadelphia,27
50,1906,Complete Games,Al Orth,New York,36
51,1906,ERA,Doc White,Chicago,1.52
52,1906,Games,Jack Chesbro,New York,49
53,1906,Saves,Chief Bender,Philadelphia,3
54,1906,Saves,Otto Hess,Cleveland,3
55,1906,Shutouts,Ed Walsh,Chicago,10
56,1906,Strikeouts,Rube Waddell,Philadelphia,196
57,1906,Winning Percentage,Eddie Plank,Philadelphia,.760
58,1906,Wins,Al Orth,New York,27
59,1907,Complete Games,Ed Walsh,Chicago,37
60,1907,ERA,Ed Walsh,Chicago,1.60
61,1907,Games,Ed Walsh,Chicago,56
62,1907,Saves,Bill Dinneen,Philadelphia,4
63,1907,Saves,Bill Dinneen,St. Louis,4
64,1907,Saves,Tom Hughes,Washington,4
65,1907,Saves,Ed Walsh,Chicago,4
66,1907,Shutouts,Eddie Plank,Philadelphia,8
67,1907,Strikeouts,Rube Waddell,Philadelphia,232
68,1907,Winning Percentage,Bill Donovan,Detroit,.862
69,1907,Wins,Addie Joss,Cleveland,27
70,1907,Wins,Doc White,Chicago,27
71,1908,Complete Games,Ed Walsh,Chicago,42
72,1908,ERA,Addie Joss,Cleveland,1.16
73,1908,Games,Ed Walsh,Chicago,66
74,1908,Saves,Ed Walsh,Chicago,6
75,1908,Shutouts,Ed Walsh,Chicago,11
76,1908,Strikeouts,Ed Walsh,Chicago,269
77,1908,Winning Percentage,Ed Walsh,Chicago,.727
78,1908,Wins,Ed Walsh,Chicago,40
79,1909,Complete Games,Frank Smith,Chicago,37
80,1909,ERA,Harry Krause,Philadelphia,1.39
81,1909,Games,Frank Smith,Chicago,51
82,1909,Saves,Frank Arellanes,Boston,8
83,1909,Shutouts,Ed Walsh,Chicago,8
84,1909,Strikeouts,Frank Smith,Chicago,177
85,1909,Winning Percentage,George Mullin,Detroit,.784
86,1909,Wins,George Mullin,Detroit,29
87,1910,Complete Games,Walter Johnson,Washington,38
88,1910,ERA,Ed Walsh,Chicago,1.27
89,1910,Games,Ed Walsh,Chicago,45
90,1910,Games,Jack Coombs,Philadelphia,45
91,1910,Games,Walter Johnson,Washington,45
92,1910,Saves,Ed Walsh,Chicago,5
93,1910,Shutouts,Jack Coombs,Philadelphia,13
94,1910,Strikeouts,Walter Johnson,Washington,313
95,1910,Winning Percentage,Chief Bender,Philadelphia,.821
96,1910,Wins,Jack Coombs,Philadelphia,31
97,1911,Complete Games,Walter Johnson,Washington,36
98,1911,ERA,Vean Gregg,Cleveland,1.80
99,1911,Games,Ed Walsh,Chicago,56
100,1911,Saves,Charley Hall,Boston,4
101,1911,Saves,Eddie Plank,Philadelphia,4
102,1911,Saves,Ed Walsh,Chicago,4
103,1911,Shutouts,Eddie Plank,Philadelphia,6
104,1911,Shutouts,Walter Johnson,Washington,6
105,1911,Strikeouts,Ed Walsh,Chicago,255
106,1911,Winning Percentage,Chief Bender,Philadelphia,.773
107,1911,Wins,Jack Coombs,Philadelphia,28
108,1912,Complete Games,Smoky Joe Wood,Boston,35
109,1912,ERA,Walter Johnson,Washington,1.39
110,1912,Games,Ed Walsh,Chicago,62
111,1912,Saves,Ed Walsh,Chicago,10
112,1912,Shutouts,Smoky Joe Wood,Boston,10
113,1912,Strikeouts,Walter Johnson,Washington,303
114,1912,Winning Percentage,Smoky Joe Wood,Boston,.872
115,1912,Wins,Smoky Joe Wood,Boston,34
116,1913,Complete Games,Walter Johnson,Washington,29
117,1913,ERA,Walter Johnson,Washington,1.14
118,1913,Games,Reb Russell,Chicago,52
119,1913,Saves,Chief Bender,Philadelphia,13
120,1913,Shutouts,Walter Johnson,Washington,11
121,1913,Strikeouts,Walter Johnson,Washington,243
122,1913,Winning Percentage,Walter Johnson,Washington,.837
123,1913,Wins,Walter Johnson,Washington,36
124,1914,Complete Games,Walter Johnson,Washington,33
125,1914,ERA,Dutch Leonard,Boston,0.96
126,1914,Games,Walter Johnson,Washington,51
127,1914,Saves,Jack Bentley,Washington,4
128,1914,Saves,Hooks Dauss,Detroit,4
129,1914,Saves,Red Faber,Chicago,4
130,1914,Saves,Roy Mitchell,St. Louis,4
131,1914,Saves,Jim Shaw,Washington,4
132,1914,Shutouts,Walter Johnson,Washington,9
133,1914,Strikeouts,Walter Johnson,Washington,225
134,1914,Winning Percentage,Chief Bender,Philadelphia,.850
135,1914,Wins,Walter Johnson,Washington,28
136,1915,Complete Games,Walter Johnson,Washington,35
137,1915,ERA,Smoky Joe Wood,Boston,1.49
138,1915,Games,Harry Coveleski,Detroit,50
139,1915,Games,Red Faber,Chicago,50
140,1915,Saves,Carl Mays,Boston,7
141,1915,Shutouts,Walter Johnson,Washington,7
142,1915,Shutouts,Jim Scott,Chicago,7
143,1915,Strikeouts,Walter Johnson,Washington,203
144,1915,Winning Percentage,Smoky Joe Wood,Boston,.750
145,1915,Wins,Walter Johnson,Washington,27
146,1916,Complete Games,Walter Johnson,Washington,
147,1916,ERA,Babe Ruth,Boston,
148,1916,Games,Dave Davenport,St. Louis,
149,1916,Saves,Bob Shawkey,New York,
150,1916,Shutouts,Babe Ruth,Boston,
151,1916,Strikeouts,Walter Johnson,Washington,
152,1916,Winning Percentage,Nick Cullop,New York,
153,1916,Wins,Walter Johnson,Washington,
154,1917,Complete Games,Babe Ruth,Boston,35
155,1917,ERA,Eddie Cicotte,Chicago,1.53
156,1917,Games,Dave Danforth,Chicago,50
157,1917,Saves,Dave Danforth,Chicago,9
158,1917,Shutouts,Stan Coveleski,Cleveland,9
159,1917,Strikeouts,Walter Johnson,Washington,188
160,1917,Winning Percentage,Ed Klepfer,Cleveland,.778
161,1917,Wins,Eddie Cicotte,Chicago,28
162,1918,Complete Games,Carl Mays,Boston,30
163,1918,Complete Games,Scott Perry,Philadelphia,30
164,1918,ERA,Walter Johnson,Washington,1.27
165,1918,Games,Jim Bagby,Cleveland,45
166,1918,Games,George Mogridge,New York,45
167,1918,Saves,George Mogridge,New York,7
168,1918,Shutouts,Walter Johnson,Washington,8
169,1918,Shutouts,Carl Mays,Boston,8
170,1918,Strikeouts,Walter Johnson,Washington,162
171,1918,Winning Percentage,Sam Jones,Boston,.762
172,1918,Wins,Walter Johnson,Washington,23
173,1919,Complete Games,Eddie Cicotte,Chicago,30
174,1919,ERA,Walter Johnson,Washington,1.49
175,1919,Games,Jim Shaw,Washington,45
176,1919,Saves,Allan Russell,New York,5
177,1919,Saves,Allan Russell,Boston,5
178,1919,Saves,Bob Shawkey,New York,5
179,1919,Saves,Jim Shaw,Washington,5
180,1919,Shutouts,Walter Johnson,Washington,7
181,1919,Strikeouts,Walter Johnson,Washington,147
182,1919,Winning Percentage,Eddie Cicotte,Chicago,.806
183,1919,Wins,Eddie Cicotte,Chicago,29
184,1920,Complete Games,Jim Bagby,Cleveland,30
185,1920,ERA,Bob Shawkey,New York,2.45
186,1920,Games,Jim Bagby,Cleveland,48
187,1920,Saves,Dickie Kerr,Chicago,5
188,1920,Saves,Urban Shocker,St. Louis,5
189,1920,Shutouts,Carl Mays,New York,6
190,1920,Strikeouts,Stan Coveleski,Cleveland,133
191,1920,Winning Percentage,Jim Bagby,Cleveland,.721
192,1920,Wins,Jim Bagby,Cleveland,31
193,1921,Complete Games,Red Faber,Chicago,32
194,1921,ERA,Red Faber,Chicago,2.48
195,1921,Games,Carl Mays,New York,49
196,1921,Saves,Carl Mays,New York,7
197,1921,Saves,Jim Middleton,Detroit,7
198,1921,Shutouts,Sam Jones,Boston,5
199,1921,Strikeouts,Walter Johnson,Washington,143
200,1921,Winning Percentage,Carl Mays,New York,.750
201,1921,Wins,Carl Mays,New York,27
202,1921,Wins,Urban Shocker,St. Louis,27
203,1922,Complete Games,Red Faber,Chicago,31
204,1922,ERA,Red Faber,Chicago,2.81
205,1922,Games,Eddie Rommel,Philadelphia,51
206,1922,Saves,Sam Jones,New York,8
207,1922,Shutouts,George Uhle,Cleveland,5
208,1922,Strikeouts,Urban Shocker,St. Louis,149
209,1922,Winning Percentage,Joe Bush,New York,.788
210,1922,Wins,Eddie Rommel,Philadelphia,27
211,1923,Complete Games,George Uhle,Cleveland,29
212,1923,ERA,Stan Coveleski,Cleveland,2.76
213,1923,Games,Eddie Rommel,Philadelphia,56
214,1923,Saves,Allan Russell,Washington,9
215,1923,Shutouts,Stan Coveleski,Cleveland,5
216,1923,Strikeouts,Walter Johnson,Washington,130
217,1923,Winning Percentage,Herb Pennock,New York,.760
218,1924,Complete Games,Sloppy Thurston,Chicago,28
219,1924,ERA,Walter Johnson,Washington,2.72
220,1924,Games,Firpo Marberry,Washington,50
221,1924,Saves,Firpo Marberry,Washington,15
222,1924,Shutouts,Walter Johnson,Washington,6
223,1924,Strikeouts,Walter Johnson,Washington,158
